Epoch,Train Loss,Validation Loss
1,0.6480079924345017,0.815408993434906
2,0.6840940795421601,1.0964331000328065
3,0.9595446320533753,1.4142703589439392
4,1.1614932623863221,1.5794946786880493
5,1.2438423098564149,1.5375309198379516
6,1.3006542070388794,1.4758409673690795
7,1.3318078537940978,1.6632472440719603
8,1.09602344121933,0.9645896105766296
9,1.0114723844528197,0.9444165752410889
10,0.9815122009277344,0.9232220684051514
11,0.9654504467010498,0.8876477695941926
12,0.9586673442840576,0.9003866642951965
13,0.9529147200584411,0.9274753909111023
14,0.9514695164680481,0.8788327360630035
15,0.8586793172836303,0.781391074514389
16,0.8383488454818726,0.7776180160999298
17,0.8217588204860687,0.7755577754974365
18,0.8177572288036347,0.7667039838790893
19,0.8148605001449585,0.7560876068115234
20,0.8097072242736817,0.7545471018314361
