Epoch,Train Loss,Validation Loss
1,1.4425791251182556,1.5228159797668457
2,1.5081909994125366,1.5326417724609376
3,1.5108011547088622,1.416389803791046
4,1.4933887159347534,1.7338087514877318
5,1.4799549097061158,2.139175262260437
6,1.4922264595031738,1.364553875350952
7,1.4974843843460084,1.335520798778534
8,1.3649080261230468,1.0539871362686157
9,1.3266868474006652,1.0455835452079774
10,1.312459048271179,1.0142962927818298
11,1.299636662387848,1.0055526972770692
12,1.2914459809303285,0.9976073082923889
13,1.2754006883621216,1.0000328535079956
14,1.273599762058258,0.9795743776321411
15,1.2503240706443786,0.9532521279335022
16,1.2348414028167725,0.9560343112945556
17,1.2401564112663268,0.945003236246109
18,1.2384641926765443,0.933443057346344
19,1.2355113046646118,0.9417832689285278
20,1.234080681991577,0.952004490184784
