Epoch,Train Loss,Validation Loss
1,1.375743130467579,1.2743349127617452
2,1.0335000225414241,0.9206623776844978
3,0.7650228808007987,0.6337073954025463
4,0.5207469067638196,0.49152136615113307
5,0.40243872630985494,0.46035258350150216
6,0.3376092987502843,0.329976646896723
7,0.28669706014223,0.3212513900532203
8,0.17789982373795282,0.18309939465027616
9,0.15256633074460782,0.18002188122202323
10,0.13911226139299512,0.17207866437604058
11,0.1258058091889883,0.16539440010854078
12,0.11936874031236801,0.16011629470875452
13,0.10847295549698519,0.16192689974409652
14,0.1042221656824993,0.16020381439423542
15,0.08540869995343826,0.15282798199724398
16,0.07888258399509628,0.14722541587242846
17,0.07736114736654892,0.14746001631008698
18,0.0759334907696344,0.150633581800112
19,0.07487625398151794,0.1514197301452434
20,0.07222780627173064,0.1487896108580222
