Epoch,Train Accuracy,Validation Accuracy
1,0.32514444444444446,0.35971111111111115
2,0.37483333333333335,0.3940666666666667
3,0.3982,0.43270000000000003
4,0.40871111111111114,0.38854444444444447
5,0.40950000000000003,0.44535555555555556
6,0.41613333333333336,0.3827666666666667
7,0.41323333333333334,0.35953333333333337
8,0.5168555555555556,0.6084
9,0.5522,0.6068111111111112
10,0.5671,0.6119555555555556
11,0.5803111111111111,0.6574444444444445
12,0.5946666666666667,0.6467111111111111
13,0.6060111111111112,0.6412222222222222
14,0.6125111111111111,0.6440666666666667
15,0.6845888888888889,0.7311111111111112
16,0.7082333333333334,0.7376666666666667
17,0.7193,0.7434444444444445
18,0.7299111111111112,0.7429777777777778
19,0.7402777777777778,0.7447111111111111
20,0.7481222222222222,0.7478888888888889
