Epoch,Train Loss,Validation Loss
1,1.796647876379225,1.7897400365829468
2,1.6860987712648179,1.632597798347473
3,1.6467908171335857,1.5571393614663018
4,1.6341942683749728,1.6270611111746893
5,1.6282372265921699,1.516023001713223
6,1.6165276470184327,1.746861878458659
7,1.6166424239900377,1.7082847452163696
8,1.3518789881176418,1.0984162589391073
9,1.2682022003173827,1.091251212448544
10,1.231545347849528,1.0862594878938463
11,1.1988958201196458,0.9866974319987827
12,1.168454183938768,1.0181927499135335
13,1.1402925948672824,1.0043990467071533
14,1.1200647230360243,1.0062256048414442
15,0.9383528008355034,0.779341212463379
16,0.8729933157073126,0.7596032627635532
17,0.8390610424465603,0.7445574060810937
18,0.8070157059881422,0.7401641350534227
19,0.7801161251915826,0.7375038686116536
20,0.7575371435589261,0.733957092555364
