epoch,train_loss,test_loss,test_accuracy
0,1.834832148287784,1.5624107516963373,0.4315
1,1.4310886543244123,1.365121505646543,0.5024222222222222
2,1.2609250221232122,1.239743930880319,0.5517222222222222
3,1.1615541905842044,1.2107040308923884,0.5689777777777778
4,1.0826809088784186,1.139976142482324,0.5916333333333333
5,1.0239006022668697,1.1525819076394492,0.5910888888888889
6,0.9706535217436877,1.1173115873878652,0.6019555555555556
7,0.9272589642046527,1.103305545720187,0.6121333333333333
8,0.8849946765906431,1.1288177706301212,0.6087222222222223
9,0.8537532746453177,1.126154401508922,0.6129888888888889
10,0.8208660299635746,1.1227507868951017,0.6090444444444445
11,0.7906056227670475,1.1460175721652128,0.6098333333333333
12,0.763205995444547,1.1136317907578566,0.6214777777777778
13,0.734964036340402,1.1536754671145568,0.6101444444444445
14,0.7166319936937229,1.118186702951789,0.6201888888888889
15,0.6955465310761197,1.1393236182630062,0.6145555555555555
16,0.6791762651621618,1.1690257834270597,0.6109888888888889
17,0.6588427734307267,1.1794181380590254,0.6114555555555555
18,0.6473663318478926,1.1777901250699705,0.6129222222222223
19,0.6301158356310969,1.203327078118243,0.6137222222222222
20,0.6153094133108177,1.196427927606485,0.6083555555555555
21,0.6060238154181703,1.193921043029563,0.6220444444444444
22,0.593397545797581,1.207285992631858,0.6139
23,0.5902789926410399,1.257439954375679,0.6005555555555555
24,0.5793936030346561,1.2299681349064817,0.6117777777777778
25,0.5696362610059705,1.2183723173696885,0.6153444444444445
26,0.5683968105692078,1.2363548747009852,0.6109111111111111
27,0.5508337834087963,1.2085538766431538,0.6187
28,0.5576958457769995,1.2086511478674682,0.6147666666666667
29,0.5434616159393706,1.256182929331606,0.6072444444444445
30,0.544375360943377,1.2244882695376873,0.6168333333333333
31,0.5368620462884958,1.257786145603115,0.6106666666666667
32,0.5354003485884856,1.2536416653205047,0.6142777777777778
33,0.5318101947619156,1.2632159760899164,0.6118888888888889
34,0.5260146859271283,1.2753695570440455,0.6124888888888889
35,0.523118933705105,1.2562021128833294,0.6157888888888889
36,0.5218211479739032,1.250058069401844,0.6101111111111112
37,0.5121391613925383,1.2575853251936762,0.6121888888888889
38,0.5160595556213097,1.2938322595066645,0.6041666666666666
39,0.5156589218161323,1.2697237062860618,0.6105222222222222
40,0.509841285561296,1.2474222350018946,0.6149111111111111
41,0.5059748972258107,1.2429002144119956,0.6144444444444445
42,0.5058323290537704,1.2958070685748349,0.6068111111111111
43,0.5006699108687992,1.2396373890170997,0.6159111111111111
44,0.4973560397894206,1.248012168163603,0.6131444444444445
45,0.4900203262117099,1.2962794730609113,0.6090777777777778
46,0.49533338067968463,1.283533084798943,0.6111888888888889
47,0.49577196611260826,1.2757825371385976,0.6155333333333334
48,0.4922409286214547,1.2634341010654515,0.6175444444444445
49,0.4893105621026321,1.302455734715543,0.6078111111111111
