epoch,train_loss,test_loss,test_accuracy
0,1.665586957200007,1.5186839156191458,0.4519111111111111
1,1.3536329464140264,1.3265050141648813,0.5187555555555555
2,1.2079809238626198,1.2750785217027774,0.5441111111111111
3,1.0950027274983851,1.2632150374014268,0.5506666666666666
4,0.9932415866377678,1.2117818680337884,0.5751333333333334
5,0.9022196024994958,1.2329999162730845,0.5744222222222222
6,0.8084070423871956,1.254150245677341,0.5726777777777777
7,0.7284147951921279,1.290214898488061,0.5766888888888889
8,0.643032933246683,1.3112185691398652,0.5791111111111111
9,0.5715111421675168,1.368476090106097,0.5821444444444445
10,0.5063666126860137,1.5159328860992736,0.5682444444444444
11,0.4459974572951482,1.5667580599811943,0.5747
12,0.3992049291052602,1.6022259389812297,0.5805444444444444
13,0.34914852782491257,1.6797197759151459,0.5759111111111112
14,0.3133805966724388,1.7867134961892257,0.5722666666666667
15,0.28456058797680517,1.800388096239079,0.5759888888888889
16,0.25649936618918384,1.8256690012799068,0.5786444444444444
17,0.2280603391330012,1.9289173737845637,0.5746333333333333
18,0.21752329312518917,1.9288193329491399,0.5794555555555555
19,0.21179331091909923,1.9851020049642434,0.5809888888888889
20,0.1710529213623059,2.02492450973527,0.5779333333333333
21,0.15346846331588246,2.091031288897449,0.5805333333333333
22,0.1642826684665951,2.116923214867711,0.5791
23,0.158174729175781,2.147862744940953,0.5791333333333334
24,0.13208290136059408,2.189969315616922,0.5800888888888889
25,0.12827637914928014,2.198790979994969,0.5782
26,0.1511516256829385,2.1332089486108585,0.5829777777777778
27,0.11235587667694992,2.1897569347850303,0.5799777777777778
28,0.11379482745013031,2.216413304040378,0.5827555555555556
29,0.1096863409911748,2.2514446169476616,0.5800888888888889
30,0.10638730926703746,2.3034996691752565,0.5774555555555556
31,0.10742786923021247,2.309476674111052,0.5759
32,0.1092935532850044,2.294015908275138,0.5835444444444444
33,0.09572395999302072,2.255374010228975,0.5823444444444444
34,0.11328011901456524,2.2745181266218424,0.5771888888888889
35,0.10271984482956627,2.280827486210249,0.5822444444444445
36,0.10151055612633089,2.265761852095073,0.5823666666666667
37,0.082174385203292,2.325402036139911,0.5833333333333334
38,0.09693483198299707,2.3110092924061147,0.5838333333333333
39,0.12022340085770172,2.225762741470879,0.5854666666666667
40,0.10915859126411802,2.2266392150724474,0.5867555555555556
41,0.06523630788168785,2.3222955362024633,0.5876
42,0.09771284058991693,2.25699947249483,0.5826666666666667
43,0.10563619784608652,2.2204811246219007,0.5854666666666667
44,0.07222918414283247,2.2969559978016396,0.5854888888888888
45,0.09301130048168654,2.2907161722806366,0.5798444444444445
46,0.08489541450398974,2.290930426764217,0.5854888888888888
47,0.08913734881339637,2.2812339848076757,0.5857222222222223
48,0.09605745049669746,2.2487658292732458,0.5906111111111111
49,0.09204250248413617,2.221441676840186,0.587
