Epoch,Train Accuracy,Validation Accuracy
1,0.23341111111111112,0.2620888888888889
2,0.2759888888888889,0.28884444444444446
3,0.3029,0.28905555555555557
4,0.3354888888888889,0.3492555555555556
5,0.36062222222222223,0.36981111111111115
6,0.38443333333333335,0.3679
7,0.40434444444444445,0.4063333333333334
8,0.4771888888888889,0.47834444444444446
9,0.4921111111111111,0.4881888888888889
10,0.5034555555555555,0.4903
11,0.5115222222222222,0.5026444444444444
12,0.519788888888889,0.5053555555555556
13,0.5281777777777779,0.5106777777777778
14,0.5361111111111111,0.5203
15,0.5574333333333333,0.5318444444444445
16,0.5606444444444445,0.5334333333333333
17,0.5622,0.5326666666666667
18,0.5642777777777778,0.5339555555555556
19,0.5652333333333334,0.5361777777777778
20,0.5669222222222222,0.5365111111111112
