Epoch,Train Accuracy,Validation Accuracy
1,0.4756,0.5820111111111111
2,0.6146111111111111,0.6582888888888889
3,0.6713222222222223,0.6840444444444445
4,0.7061666666666667,0.6910000000000001
5,0.7317222222222223,0.7181666666666667
6,0.7544000000000001,0.7324333333333334
7,0.7738333333333334,0.741488888888889
8,0.8349888888888889,0.7718555555555556
9,0.8542222222222222,0.7735333333333334
10,0.8637222222222223,0.7721
11,0.8745111111111111,0.7745888888888889
12,0.8824333333333334,0.7701666666666667
13,0.8907666666666667,0.7696333333333334
14,0.9008555555555556,0.7678666666666667
15,0.9174333333333333,0.7707
16,0.9206111111111112,0.7721888888888889
17,0.9224,0.7697777777777778
18,0.9232777777777779,0.7713222222222222
19,0.9258222222222222,0.7712
20,0.9275888888888889,0.7695000000000001
