Epoch,Train Loss,Validation Loss
1,82.83231916630093,1.8577189780216044
2,3.148550341038358,5.960926133190271
3,2.120994043801466,8.776336688865396
4,40.08566758347164,1.7176235623790632
5,16.466112652615955,1.6249097120904825
6,3.4243229578055625,1.5968074656327798
7,1.5751936836279221,1.576087987921537
8,1.5246321194998664,1.5682455209585338
9,1.523642048077679,1.565911666382541
10,1.5231496090903724,1.5666021401159036
11,1.529981867573123,1.5729008433622866
12,1.5440648173026295,1.5686016013030246
13,1.5505993465418277,1.5921634470171733
14,1.5744065719075722,2.054305608386218
15,1.179178935633383,0.9633090394252433
16,0.8340701444061505,0.8609270073318732
17,0.64586199061172,0.7027527170855596
18,0.5307105191340511,0.4960929118587142
19,0.44853348627322154,0.7789134660261212
20,0.39514755800378865,0.44266914813276725
