Epoch,Train Accuracy,Validation Accuracy
1,0.4136,0.5211555555555556
2,0.5539888888888889,0.5652222222222223
3,0.6120777777777778,0.6466444444444445
4,0.6562888888888889,0.6720222222222223
5,0.6909333333333334,0.6956888888888889
6,0.7194444444444444,0.7175777777777778
7,0.7400444444444445,0.7270111111111112
8,0.7948000000000001,0.7680444444444445
9,0.8061111111111111,0.7703888888888889
10,0.8163,0.7710222222222223
11,0.8207555555555556,0.7736111111111111
12,0.8274,0.7751222222222223
13,0.8334555555555556,0.7754444444444445
14,0.8371555555555555,0.7753555555555556
15,0.8472222222222222,0.7781666666666667
16,0.8500333333333334,0.7786888888888889
17,0.850588888888889,0.7783222222222222
18,0.851488888888889,0.7781888888888889
19,0.8512000000000001,0.7778555555555556
20,0.8535444444444444,0.7787333333333334
