Epoch,Train Loss,Validation Loss
1,0.7384857070492623,0.9281215997999542
2,0.49970032053650565,0.4028246008201837
3,0.3797623136091363,0.47222495604465536
4,0.30634654465775174,0.32156422700755827
5,0.24785955415306712,0.37626166685663315
6,0.2203365848691275,0.29499639849265386
7,0.1906909597473289,0.1788587799285713
8,0.11836849820853514,0.11974555162324631
9,0.10259925047817815,0.11447590622100197
10,0.09471297293780284,0.11568226876150943
11,0.08854198431796051,0.11189858148181908
12,0.08267309221508864,0.1091462463230821
13,0.07803363212622672,0.10603409188860985
14,0.07457019813552551,0.10899620564741057
15,0.06308948529527009,0.10359577618695161
16,0.05930901574447979,0.10170681173214825
17,0.05884694353274416,0.09996506922299772
18,0.05677830587167683,0.10122750207095046
19,0.05571349528389647,0.10131113228903334
20,0.054603487134792336,0.10218087888847849
21,0.055544860453964576,0.10027320761424484
22,0.052914419645215406,0.10011128777804988
23,0.05302161758516629,0.10080857193842135
24,0.05257536033828399,0.10208827834813353
25,0.05139831254687665,0.10304515614627778
26,0.052019186903373656,0.10009701632164962
27,0.05178954361039353,0.10250330418050252
28,0.05182829056943913,0.10109819242688328
29,0.05117285566771455,0.10044750105836912
30,0.05110084267673404,0.10209859985250018
31,0.05174903267064885,0.10188227735560625
32,0.051558149649569174,0.10069661704085708
33,0.051217027099140375,0.10276604166024005
34,0.05046468266126871,0.10232881204866258
35,0.05168481227493459,0.09963065380049216
36,0.05112764120615552,0.10315727891312727
37,0.052157508716394886,0.10239125222076562
38,0.05222456086385017,0.10200390701677726
39,0.05168583662896956,0.1026184069909394
40,0.05128511817656532,0.10360167322027761
41,0.05116032471874121,0.09973821694044688
42,0.052082951616959396,0.09974130273312144
43,0.051636622469253324,0.10196308099793233
44,0.052205380368829504,0.10031674753603982
45,0.05173905663575678,0.10374918293270144
46,0.05129242677720876,0.10304135157652801
47,0.05100452054168268,0.10290731498374608
48,0.05046867878381182,0.10396342882339524
49,0.052087064707768235,0.10265087873573496
50,0.050475270853110904,0.10275067470337394
51,0.05173786871911177,0.10103595475785569
52,0.05103954948641347,0.10309881856976993
53,0.05118533613642825,0.10191310427532754
54,0.051888447533406164,0.10238228226949013
55,0.05103350479916322,0.10273652796752979
56,0.05178252551343051,0.10197437637746366
57,0.050497039705122156,0.10309155238176217
58,0.051159593595465784,0.1030133890557343
59,0.05205303781790083,0.10237472819398452
60,0.051462782280589335,0.1018210629018144
61,0.05131510865200078,0.10015003279327317
62,0.05117683564701071,0.10126041896615139
63,0.05134348872338586,0.10236214448712472
64,0.05166169745386822,0.10224417616736485
65,0.051752433194984744,0.10183150622200847
66,0.05136122278505275,0.10192964949957796
67,0.05126067284313044,0.10078851054765436
68,0.05152873593847773,0.10156388954464536
69,0.051631136028908294,0.10474440752631803
70,0.05083805330688762,0.10318676482721668
71,0.05148226058810921,0.10271339608537176
72,0.05161973834385607,0.10263570642665742
73,0.051410246942010865,0.10227018919055875
74,0.051707776178827214,0.10056326507772144
75,0.05130502711529361,0.10271354742647762
76,0.05238835743532011,0.10294753326775467
77,0.051218776708279776,0.10155769910007793
78,0.05124640492116051,0.10170493330858589
79,0.051657691144768196,0.1013452229372646
80,0.051979407707117335,0.10151601738122278
81,0.051036359265200434,0.10109897811173241
82,0.05086585977365733,0.10090212808817248
83,0.05132267056566801,0.09945228784092613
84,0.051640515759807284,0.10323705945709047
85,0.05160375586777809,0.10209226339488149
86,0.0517699754146904,0.10192226188825716
87,0.051197873458790025,0.1011976397679772
88,0.05205616715490372,0.10037967902154975
89,0.05086246191094313,0.10519495504937819
90,0.05188034858270037,0.10200947989833249
91,0.05187077891442369,0.10142214460049159
92,0.05159357235733596,0.10445319583601487
93,0.051486566189654276,0.10148102067585518
94,0.050950453861062804,0.10287000905688092
95,0.05055890510179706,0.1023187821539877
96,0.051414184362832765,0.10265762457277641
97,0.051546254960146205,0.10007233165092706
98,0.051389481114494,0.10198386417460753
99,0.052139293464245,0.10140081501819917
100,0.051455942915447854,0.10102967764264298
