Epoch,Train Accuracy,Validation Accuracy
1,0.32541111111111115,0.40022222222222226
2,0.3751777777777778,0.3954666666666667
3,0.3964444444444445,0.3687777777777778
4,0.40922222222222226,0.41902222222222224
5,0.4137777777777778,0.2911
6,0.4130111111111111,0.4527666666666667
7,0.4160888888888889,0.4248777777777778
8,0.5203333333333333,0.5918777777777778
9,0.5492777777777778,0.6083333333333334
10,0.5650666666666667,0.6069
11,0.5785888888888889,0.612488888888889
12,0.5921666666666667,0.6503777777777778
13,0.6033444444444445,0.6468555555555556
14,0.6125111111111111,0.6213666666666667
15,0.6837111111111112,0.73
16,0.7044111111111111,0.7396222222222223
17,0.7175222222222223,0.7427888888888889
18,0.7290444444444445,0.7447111111111111
19,0.7382777777777778,0.7429333333333333
20,0.7480888888888889,0.7454777777777778
21,0.7559888888888889,0.7470222222222223
22,0.7874777777777778,0.7606222222222223
23,0.798088888888889,0.7611777777777778
24,0.8029000000000001,0.7614333333333334
25,0.8065444444444445,0.7614666666666667
26,0.8118666666666667,0.7629222222222223
27,0.816088888888889,0.7624000000000001
28,0.8188000000000001,0.7611222222222223
29,0.8234111111111112,0.7618333333333334
30,0.8259000000000001,0.7623666666666667
31,0.8255777777777779,0.7623666666666667
32,0.8272222222222223,0.7619555555555556
33,0.8268666666666667,0.7629
34,0.8275111111111112,0.7626666666666667
35,0.8278333333333334,0.7623111111111112
36,0.8293555555555556,0.7617777777777778
37,0.8289000000000001,0.7618222222222223
38,0.8299888888888889,0.7635888888888889
39,0.8290444444444445,0.7625111111111111
40,0.8300333333333334,0.7627555555555556
