Epoch,Train Loss,Validation Loss
1,1.586373102400038,1.0786602066463895
2,1.4102881892522177,1.016558502239651
3,1.3707711769951714,0.9771001058154636
4,1.363313736512926,0.9696792601797316
5,1.354185818947686,0.9643619633992513
6,1.344189560148451,0.9536528191672431
7,1.3434119280285306,0.9366099621666802
8,1.3406173993852404,0.9416425851715936
9,1.3372991399341159,0.9472830059051514
10,1.3385183248519898,0.9414309594260322
11,1.3343412499745686,0.9552241826269362
12,1.3321181275897556,0.9585049670113458
13,1.3389647940105862,0.9437453325271606
14,1.3374122693803576,0.9484844145562914
15,1.332427293141683,0.9333882320933872
