Epoch,Train Accuracy,Validation Accuracy
1,0.636114299052695,0.6389295115530856
2,0.669318601801241,0.6975723895875987
3,0.75313661032115,0.772594325826265
4,0.8245054367912232,0.8237788827142439
5,0.8660545818825497,0.883006727113191
6,0.888579820653971,0.8916349809885932
7,0.9038689723589255,0.89587598713074
8,0.9404968001711762,0.9349224919567125
9,0.9475383687681145,0.9382860485522082
10,0.9520122935672741,0.942527054694355
11,0.9555914334066019,0.9417958467388124
12,0.9570308700811142,0.9415033635565955
13,0.9596374175727985,0.9450131617431997
14,0.960746172849112,0.9432582626498976
15,0.967398704506993,0.9470605440187189
16,0.9688770448754109,0.9466218192453933
17,0.9692855336614211,0.9494004094764551
18,0.9692466299675153,0.9495466510675636
19,0.9697134742943843,0.9485229599298041
20,0.9691882744266568,0.94793799356537
