Epoch,Train Loss,Validation Loss
1,1.4186017245822482,1.1935227280086942
2,1.0693245409753587,1.0283101632859972
3,0.9270909396277534,0.9234651492436727
4,0.8322799176692962,0.8841702755186293
5,0.7587842763900757,0.799733091269599
6,0.6932557310157352,0.7526346792485978
7,0.6444960930294461,0.7819726443449656
8,0.47979615745544435,0.6630293484369914
9,0.4262664938900206,0.6646114760504829
10,0.3972922822131051,0.667837522178226
11,0.37254230745898353,0.684710803940561
12,0.343377111544874,0.6892249081982507
13,0.31984755615393323,0.711705899617407
14,0.29615276399718393,0.7273900186273786
15,0.25591151163048215,0.7224083273251851
16,0.24797926595343484,0.7210567676199807
17,0.24313419244156945,0.7262498072703679
18,0.239398549773958,0.7248017390966416
19,0.2353164388411575,0.7357628154887094
20,0.22869204002221424,0.7328986242585712
