Epoch,Train Accuracy,Validation Accuracy
1,0.4745444444444445,0.5639666666666667
2,0.6160666666666667,0.6392
3,0.671,0.6887888888888889
4,0.7055444444444445,0.7058222222222222
5,0.7325333333333334,0.7192666666666667
6,0.7548444444444444,0.7212444444444445
7,0.7740777777777779,0.7249
8,0.8344666666666667,0.769688888888889
9,0.8510555555555556,0.7715111111111111
10,0.8630222222222222,0.7718777777777778
11,0.8717,0.7729333333333334
12,0.8807555555555556,0.7692777777777778
13,0.8910222222222223,0.7687333333333334
14,0.899788888888889,0.7674888888888889
15,0.9160333333333334,0.7681333333333333
16,0.9192,0.7696666666666667
17,0.9211333333333334,0.7695333333333334
18,0.9227666666666667,0.7691111111111112
19,0.9243888888888889,0.7701111111111112
20,0.924888888888889,0.7682888888888889
21,0.9268555555555557,0.7683666666666668
22,0.929188888888889,0.7688777777777778
23,0.9296888888888889,0.7691333333333333
24,0.9292333333333334,0.7682111111111112
25,0.9285777777777778,0.7689111111111111
26,0.9297777777777778,0.7676555555555556
27,0.9297222222222222,0.7681
28,0.931088888888889,0.7676000000000001
29,0.9313111111111112,0.7687777777777778
30,0.9305777777777778,0.7683777777777778
31,0.9309333333333334,0.768
32,0.9307777777777778,0.7682777777777778
33,0.9293,0.768788888888889
34,0.9312666666666667,0.7687444444444445
35,0.9304555555555556,0.7672777777777778
36,0.9307444444444445,0.7693666666666668
37,0.9304333333333333,0.7678777777777778
38,0.9313555555555556,0.7691888888888889
39,0.9306555555555556,0.7699555555555556
40,0.9301555555555556,0.7686000000000001
