Epoch,Train Loss,Validation Loss
1,1.516830778863695,1.2497417494455973
2,1.1895643369250828,1.1413202653566996
3,1.0602732794867622,1.10153274913364
4,0.9816650470415751,0.960726353263855
5,0.9225145438406203,0.9098723845375909
6,0.8807815598487854,0.9506453051567078
7,0.8496436009513008,0.8536963680797153
8,0.6164112086296082,0.6457488258520762
9,0.5475369417031606,0.6282158258756002
10,0.5013696711911095,0.6207985052320693
11,0.464335989578565,0.6273771209928725
12,0.43215233363045585,0.6190244496160083
13,0.4009986191219754,0.6469565483755536
14,0.37823493358691535,0.678689749832948
15,0.28279802925454245,0.6210908756468031
16,0.24863470091819764,0.6294093249797821
17,0.2327705980711513,0.6365286942852868
18,0.21712323006987572,0.6444159603065914
19,0.2010246948738893,0.6582997091770172
20,0.18868369405137167,0.6719518679988054
