Epoch,Train Accuracy,Validation Accuracy
1,0.37933333333333336,0.3538777777777778
2,0.4451888888888889,0.33005555555555555
3,0.4575777777777778,0.39030000000000004
4,0.46253333333333335,0.4164333333333334
5,0.4652888888888889,0.43363333333333337
6,0.4683333333333334,0.4282666666666667
7,0.4699666666666667,0.32693333333333335
8,0.5765333333333333,0.6193888888888889
9,0.6070222222222222,0.6167888888888889
10,0.6228333333333333,0.6434666666666667
11,0.6382,0.6151888888888889
12,0.6519111111111111,0.6752888888888889
13,0.6627777777777778,0.6223777777777778
14,0.6712555555555556,0.6857000000000001
15,0.7344333333333334,0.7543444444444445
16,0.7539333333333333,0.7637555555555556
17,0.7649333333333334,0.769888888888889
18,0.7691,0.7706333333333334
19,0.778,0.7756333333333334
20,0.7817666666666667,0.7733444444444445
