Epoch,Train Loss,Validation Loss
1,1.657396668624878,2.081362153646681
2,1.527416947640313,2.219283890003628
3,1.503123142390781,1.7161260364532471
4,1.4922598651885985,1.6318210039562648
5,1.4834073922051323,1.5565129821141561
6,1.480261496840583,1.6046708597395156
7,1.4702694868723551,2.0109444504208036
8,1.1981275526682535,1.0568291453149583
9,1.1212450187895033,1.0896912930912441
10,1.0863304998609755,1.008911399438646
11,1.0480885360929701,1.1006890114254422
12,1.017813614824083,0.9342885783619351
13,0.9904719749450683,1.0827520687845018
14,0.9624553901672364,0.9104469597498576
15,0.7987644547462464,0.7164147013611264
16,0.7450581076622009,0.6854888660960727
17,0.7160349928749932,0.6721914194477929
18,0.6950864914682177,0.6646557926177978
19,0.674331013001336,0.654345256837209
20,0.660193719291687,0.6597046732796563
