Epoch,Train Loss,Validation Loss
1,1.5386598353259873,1.4404097592910852
2,1.00319310743628,1.1053044674196206
3,0.7041449657376296,2.102351610193862
4,0.510351424669143,0.7708065132611862
5,0.3913365134099028,0.35611979017357237
6,0.33083449278509647,0.4754940946655891
7,0.2935542930207067,0.3121721368269686
8,0.1727647806376421,0.18602191071513208
9,0.15318698765862424,0.18245243371105294
10,0.1402234493623518,0.18829922204962232
11,0.13218876724003778,0.17331991757285428
12,0.126886149423985,0.17001302867164086
13,0.1165743536881094,0.16652746106301886
14,0.11282450513491292,0.17222123169597608
15,0.09243910158194599,0.165484127776881
16,0.08794255772375358,0.1678399785377303
17,0.08532006472386704,0.16259575117824182
18,0.08460641827727924,0.16515697091355122
19,0.08337753818969369,0.16975915282992626
20,0.08109603682564609,0.17170906845481157
