Epoch,Train Accuracy,Validation Accuracy
1,0.2935666666666667,0.39361111111111113
2,0.4505,0.5076111111111111
3,0.5230555555555556,0.5327555555555555
4,0.5642222222222223,0.5708888888888889
5,0.5980444444444445,0.5921111111111111
6,0.6238444444444444,0.6153888888888889
7,0.6501444444444445,0.6337333333333334
8,0.6889888888888889,0.6730111111111111
9,0.696188888888889,0.6739333333333334
10,0.7006111111111112,0.6762666666666667
11,0.7047111111111112,0.6777222222222222
12,0.7093555555555556,0.6801666666666667
13,0.7122555555555556,0.6795333333333333
14,0.7159333333333334,0.6817666666666667
15,0.7229888888888889,0.6822777777777778
16,0.7221666666666667,0.6829555555555555
17,0.7227222222222223,0.6823777777777779
18,0.7232666666666667,0.6831111111111111
19,0.7251222222222222,0.6806
20,0.7246,0.6836111111111112
