epoch,train_loss,test_loss,test_accuracy
0,1.9542355318977074,1.5980997188863428,0.4159
1,1.4626197276467627,1.4268392102623528,0.4832111111111111
2,1.2991719734431668,1.281091912903569,0.5337
3,1.197394774464721,1.2136897763914682,0.5635222222222223
4,1.1061986911703239,1.1776577043770389,0.5805888888888889
5,1.035472585734996,1.1695897685025225,0.5839
6,0.9711499108340252,1.1479076496748761,0.5976888888888889
7,0.9157654010606083,1.1443091434511272,0.5979222222222222
8,0.850647007199851,1.5339836728843776,0.5214333333333333
9,1.1181239892982624,1.1455102264881134,0.5971888888888889
10,0.8556892538273876,1.1363910660147667,0.6081222222222222
11,0.7637647182934664,1.154965054836463,0.6095222222222222
12,0.7019150685095652,1.2049191419712522,0.6080444444444445
13,0.6467215026813474,1.2354458538307385,0.6030888888888889
14,0.5969309622252529,1.2957777642560275,0.5949333333333333
15,0.5555849610404535,1.3149486826732755,0.6020111111111112
16,0.5166364757513459,1.3691079456528479,0.6032222222222222
17,0.4857557460835034,1.3941820537332783,0.5986222222222222
18,0.4582498031668365,1.4222858725115657,0.5983222222222222
19,0.43010321858508344,1.5000635499811985,0.5964111111111111
20,0.40304270723241975,1.4773239954798059,0.5997555555555556
21,0.37653988477011974,1.5497681310569698,0.5927555555555556
22,0.3642687095667828,1.5795155498622493,0.5975666666666667
23,0.3380609123163264,1.6053988589820536,0.6004111111111111
24,0.32418657207480545,1.6355877420441671,0.5915666666666667
25,0.3236353625120087,1.6362532314590432,0.5953222222222222
26,0.3128442693798041,1.6096237819980492,0.5938888888888889
27,0.3007126520070332,1.656829168681394,0.5959111111111111
28,0.28545666923111473,1.6590003181587567,0.5948555555555556
29,0.2901638062057001,1.7074489893222398,0.5956444444444444
30,0.27339548539285635,1.704086952250112,0.5973666666666667
31,0.2743424559329552,1.717789527028799,0.5971777777777778
32,0.2660773206523366,1.6967854672534899,0.5952222222222222
33,0.2589371552246369,1.7546335302970626,0.5914666666666667
34,0.2556666776283898,1.717112094333226,0.5973222222222222
35,0.25182423045308416,1.7364862287755718,0.5949
36,0.2503480330554091,1.6845272750678388,0.5918222222222222
37,0.24771694934249602,1.8469851027158173,0.5856333333333333
38,0.25031129239571537,1.8054199374534867,0.5923333333333334
39,0.24715771918735382,1.79403323197568,0.5890555555555556
40,0.2445058063815602,1.7615710964257068,0.5963444444444445
41,0.24973566227973523,1.7430234487083824,0.5959444444444445
42,0.23236061370169575,1.800831306048415,0.5973444444444445
43,0.23049107150026513,1.8351486061953686,0.5837888888888889
44,0.2469978486293588,1.773567266931588,0.5952222222222222
45,0.22636711530239237,1.8462254606526007,0.5955777777777778
46,0.23534854213622483,1.7370087978514759,0.5982222222222222
47,0.23319429841781544,1.7692983270707456,0.5956555555555556
48,0.2234597140711478,1.7691267137839035,0.5971444444444445
49,0.22989619822791693,1.794536285779693,0.5945777777777778
