Epoch,Train Accuracy,Validation Accuracy
1,0.37748888888888893,0.4063777777777778
2,0.4216666666666667,0.43573333333333336
3,0.42221111111111115,0.43064444444444444
4,0.4169333333333334,0.37402222222222226
5,0.4151444444444445,0.4009666666666667
6,0.4129555555555556,0.40632222222222225
7,0.40971111111111114,0.3278666666666667
8,0.49288888888888893,0.5132
9,0.5169333333333334,0.5326444444444445
10,0.5407444444444445,0.5478333333333334
11,0.5706222222222223,0.5603
12,0.5936111111111111,0.5844111111111111
13,0.6120555555555556,0.5849666666666667
14,0.6220333333333333,0.5515888888888889
15,0.6798555555555555,0.6888444444444445
16,0.6971222222222223,0.6951777777777778
17,0.7059666666666667,0.6973777777777778
18,0.7154,0.7020555555555555
19,0.7191777777777778,0.7055444444444445
20,0.7253777777777778,0.707388888888889
