Epoch,Train Accuracy,Validation Accuracy
1,0.19975,0.43455000000000005
2,0.38485,0.59175
3,0.48650000000000004,0.68115
4,0.5369,0.7183
5,0.5704,0.7556
6,0.5979,0.7715500000000001
7,0.6162000000000001,0.79535
8,0.6323500000000001,0.7919
9,0.6316,0.79505
10,0.63325,0.7935500000000001
11,0.6349,0.79445
12,0.6382,0.7997000000000001
13,0.6412,0.8015
14,0.64315,0.8044
15,0.64185,0.8072
16,0.6434000000000001,0.8017500000000001
17,0.64175,0.8074
18,0.6393,0.80505
19,0.6424500000000001,0.80425
20,0.6446000000000001,0.8026500000000001
