epoch,train_loss,test_loss,test_accuracy
0,2.0320568806068464,1.7503867764025927,0.41585555555555553
1,1.6439426710659808,1.6077750497920946,0.4856666666666667
2,1.5385410953313112,1.5187558237124572,0.5310444444444444
3,1.4664192961698228,1.4993781547316096,0.5461444444444444
4,1.4168253927068277,1.418213639916344,0.5774444444444444
5,1.376628801226616,1.4351364121857015,0.5729
6,1.3452593340453776,1.4110494455830618,0.5839555555555556
7,1.3185514038936659,1.3995929392562672,0.5931222222222222
8,1.301617151803591,1.3907541592012753,0.5982777777777778
9,1.2900261407379399,1.373933603648435,0.6057444444444444
10,1.2692017394372008,1.3886601545593955,0.5955222222222222
11,1.258388111029159,1.3940212658860467,0.5943
12,1.245485324751247,1.3691006404432384,0.6118444444444444
13,1.2358737347478217,1.3902333725921132,0.598
14,1.2304951209913602,1.3594173382629047,0.6096555555555555
15,1.2238411657850852,1.3493025841360742,0.6161666666666666
16,1.2156427892940966,1.3546318308534948,0.6106
17,1.2082157214595513,1.3707676348699764,0.6118888888888889
18,1.2053013012151828,1.367222019217231,0.6118222222222223
19,1.202185830609365,1.3549701256508178,0.6180111111111111
20,1.1976576622744852,1.3859414995055308,0.6051888888888889
21,1.1943612095307221,1.3438008896667848,0.6228444444444444
22,1.1899431173435666,1.3588017548688434,0.6160333333333333
23,1.18785625111989,1.363418635488911,0.6123222222222222
24,1.186988404867324,1.3467451654035936,0.6201111111111111
25,1.1814531650055538,1.3512633776461536,0.6182555555555556
26,1.1819335995242,1.367660696025599,0.6131666666666666
27,1.1735398415476084,1.3477979204194113,0.6180111111111111
28,1.1753197451206772,1.3431235860017212,0.6219444444444444
29,1.172562626105818,1.3966219684278423,0.6014
30,1.175071345388212,1.3715679374608127,0.6142666666666666
31,1.171726179647852,1.3583227675408125,0.6126222222222222
32,1.1729830383238466,1.3510332857681946,0.6209555555555556
33,1.1665376537394794,1.3423220027576794,0.6237444444444444
34,1.1692389799281955,1.3320159202610904,0.6264888888888889
35,1.1657615369185805,1.3736938564953478,0.6109111111111111
36,1.1654874099079857,1.3586184475570917,0.6128666666666667
37,1.1602456028657882,1.3334685836664655,0.6261111111111111
38,1.1612954082983462,1.36129277351905,0.6135111111111111
39,1.163863012736494,1.341999095271934,0.6221777777777778
40,1.16004952669821,1.3531318913129242,0.6191666666666666
41,1.1612472121011128,1.3605699766088615,0.6164888888888889
42,1.1567436394874344,1.386309321631085,0.6057
43,1.1566515643657609,1.3524753322655505,0.6160111111111111
44,1.1568228860639713,1.3693314272571693,0.6183333333333333
45,1.1524874111637473,1.334248454056003,0.6265888888888889
46,1.151382660154592,1.354108833961866,0.6155
47,1.1570843944156712,1.3437679755416783,0.6223111111111111
48,1.1545648865232414,1.3390111647207628,0.6234
49,1.1532641672105952,1.3935786331580444,0.6041666666666666
