Epoch,Train Loss,Validation Loss
1,0.8034078137062406,0.6971047874360309
2,0.6485446572533338,0.6195187576335227
3,0.5324088925124258,0.46443937481452846
4,0.3900641021314295,0.436578710540872
5,0.3009586552118397,0.40203246414120974
6,0.25922607212954973,0.42111300305839555
7,0.23045630610098267,0.19132019959134247
8,0.1557589060489406,0.15413034629979644
9,0.14351450289897794,0.14428986880937336
10,0.13451424353761646,0.14522212749195162
11,0.12962267745940068,0.1402596040147833
12,0.12517301433450545,0.14495871878689065
13,0.11842799319973316,0.13292153031230475
14,0.11608707346243144,0.130599866209878
15,0.1042253810141501,0.126594410753792
16,0.09982566151193832,0.12228348619432215
17,0.09849664445980333,0.12192778529191872
18,0.09951136085699364,0.12550762535069832
19,0.09761183825380826,0.12719453463123198
20,0.09599196244491227,0.1250343252471433
