Epoch,Train Loss,Validation Loss
1,0.87722835959044,0.5456565426867951
2,0.3993549829010842,0.3682591529112526
3,0.2800538943982175,0.29529419412787944
4,0.22521573865608333,0.22912384798403249
5,0.19700747625434722,0.21468424549123094
6,0.16886503872834424,0.19368453584006695
7,0.1536777691408059,0.22093683839805586
8,0.08199737854250842,0.12934322352902475
9,0.06357126298337284,0.12556567325886478
10,0.055670334411616056,0.13316214454429462
11,0.04867301082430303,0.13289986272788057
12,0.04439396942361719,0.139494432720868
13,0.03976398248821066,0.15267002272420602
14,0.03512348462010384,0.1454432216387817
15,0.02792997248714171,0.14540358912641316
16,0.024860355770059142,0.14711043142470356
17,0.023670994290254595,0.14797549452686123
18,0.02285736397027655,0.15456703013251905
19,0.02164286896548556,0.15622697319635145
20,0.021370017299947065,0.1566222372098114
