Epoch,Train Loss,Validation Loss
1,2.107384505674574,1.9559848697026572
2,1.958620751868354,1.9812876492606268
3,1.9339072186787922,1.996711298222012
4,1.8675069491492378,1.7833317912843492
5,1.7834306140051948,1.786293520482381
6,1.7477067760891385,1.8193055066426596
7,1.7266087036132813,1.656665211529202
8,1.464689406522115,1.3205951124191284
9,1.3562103831185235,1.255418409983317
10,1.2957804159800212,1.2374722479290432
11,1.243529575390286,1.2977396482573615
12,1.204005906147427,1.1976449533356561
13,1.1717105869293214,1.1483228534910415
14,1.1399144766701592,1.2436010885238646
15,0.9555868501027425,0.8668634857813518
16,0.9003371579911974,0.8307986816618178
17,0.8729608633465237,0.8211462820370992
18,0.8491492486000061,0.8063799354447259
19,0.8350467807981703,0.7962773079236348
20,0.8171937644746569,0.7878862012969123
