Epoch,Train Loss,Validation Loss
1,118.24470407767228,1.3293510325717173
2,3.0069597369292276,20.10515265786951
3,3.95986802409184,334.94355660120834
4,1.2343957551479776,0.8960441266908112
5,0.8307126911392951,0.7184916407297005
6,30.983423477196894,121.89366031634455
7,12.312867394047206,1.2266845377469906
8,1.0122413133769788,0.8417140364333111
9,0.9096628656479433,0.8911970419714973
10,0.8289667447401857,0.7392145769398755
11,0.7361173818653518,0.7033821346118946
12,0.7123537106207334,0.6994596330977978
13,0.7127813949707674,0.6700644254614715
14,0.7082715140780528,0.7087109290427303
15,0.6899173906146778,0.6959697154921793
16,0.651255537279175,0.5803689659600649
17,0.4834594856185704,0.39381818224042087
18,0.38151409187908475,0.31855644014699136
19,0.3151247004805116,0.28148230831306315
20,0.2696254279358469,0.2794464280680105
