Epoch,Train Loss,Validation Loss
1,0.8037759644619425,0.7059981138882633
2,0.6528846577478579,0.64101592000028
3,0.6399484807913638,0.6852686426101913
4,0.5899282110338208,0.8684203731417481
5,0.5157695892972092,0.5220230476449685
6,0.4653495907349885,0.42980899616234763
7,0.4397822367417801,0.7831382138508041
8,0.38378568040684385,0.34856711105318505
9,0.3674578467684089,0.3418108171697038
10,0.3607637846592082,0.33783278937889283
11,0.3528787001752068,0.34537628051585434
12,0.34682779457212065,0.3273488803673781
13,0.33963438821653075,0.3215807185479164
14,0.33353731940563136,0.31678140401386945
15,0.32349862034066595,0.31241002610881063
16,0.3199121213906072,0.31074662700962274
17,0.3186382453305829,0.3083998235686197
18,0.3202014783160614,0.30716153559157566
19,0.3169683298332764,0.3051760361866841
20,0.3155462191469132,0.3053328901067328
