Epoch,Train Accuracy,Validation Accuracy
1,0.6316987297943939,0.5968119333138344
2,0.7633488299714057,0.5653699912255046
3,0.8246415997198934,0.7667446621819245
4,0.8568927619677488,0.7701082187774203
5,0.8831527553541209,0.8470312957004972
6,0.9007566768464665,0.8900263234863995
7,0.9115524519053083,0.8909037730330506
8,0.9475772724620202,0.9413571219654869
9,0.9547550039876286,0.9403334308277274
10,0.9582174327452391,0.9450131617431997
11,0.9603960396039604,0.9463293360631764
12,0.9623801279931529,0.9476455103831529
13,0.9639362757493823,0.9455981281076338
14,0.9664261121593495,0.9486692015209125
15,0.9720671477756813,0.9504241006142147
16,0.9735065844501934,0.9515940333430828
17,0.9748293100429886,0.9530564492541679
18,0.9744402731039312,0.9501316174319976
19,0.9750043766655644,0.9515940333430828
20,0.9747125989612714,0.9523252412986253
