Epoch,Train Accuracy,Validation Accuracy
1,0.6391682390242953,0.6563322608949985
2,0.7530588029333385,0.8237788827142439
3,0.8324417903479935,0.7667446621819245
4,0.8755665350425023,0.8677976016379058
5,0.903032542939952,0.8362094179584674
6,0.913672703223171,0.8745247148288974
7,0.9270361220797915,0.9277566539923954
8,0.9548717150693458,0.9511553085697573
9,0.9602793285222432,0.9558350394852296
10,0.962808068626116,0.9571512138052062
11,0.9664261121593495,0.9586136297162913
12,0.967087474955747,0.9586136297162913
13,0.96975237798829,0.9590523544896168
14,0.972106051469587,0.9578824217607488
15,0.9756851913089147,0.960514770400702
16,0.9761714874827364,0.960807253582919
17,0.9766383318096052,0.9618309447206785
18,0.978155575871929,0.9625621526762211
19,0.9785057091170806,0.9637320854050891
20,0.9793615903830069,0.9618309447206785
