epoch,train_loss,test_loss,test_accuracy
0,1.9683748043396256,1.6284834119406613,0.4059333333333333
1,1.5301842794499614,1.414260497316718,0.4799
2,1.3981598911976272,1.354657962579619,0.5152444444444444
3,1.3234443459659815,1.269919578493996,0.5420888888888888
4,1.2687528419562362,1.2471662659028715,0.5553555555555556
5,1.2308227934620597,1.2268570239063015,0.5598666666666666
6,1.2096860603514044,1.1875145676630465,0.5781555555555555
7,1.1926212406463244,1.1896437115289948,0.5784333333333334
8,1.1733508808538318,1.1800993407483806,0.5764666666666667
9,1.1594053413718939,1.1333712434226817,0.5954333333333334
10,1.143811572597108,1.1310543119060723,0.5969555555555556
11,1.1341562763872473,1.129526975479993,0.5991333333333333
12,1.1323595379733227,1.1049071803519672,0.6043444444444445
13,1.1272127943282777,1.0941323313692755,0.6100444444444444
14,1.1159367888996548,1.136566053906625,0.5958777777777777
15,1.1111887826330282,1.1326745861125262,0.5973444444444445
16,1.111810708841817,1.1246616748923606,0.6022
17,1.105655797587877,1.0724295007742264,0.6205222222222222
18,1.0995868221771987,1.1270179980519144,0.5983777777777778
19,1.0961675085127354,1.0747178510170092,0.6167555555555555
20,1.0988253977319056,1.0781268120997332,0.6129777777777777
21,1.0929847651753912,1.140898616561158,0.5885555555555556
22,1.0874235884879122,1.1008766785433346,0.6090111111111111
23,1.0836785141039977,1.0623487341641025,0.6215888888888889
24,1.0860352898016572,1.0614993129433556,0.6232111111111112
25,1.0796783576634796,1.111211726018651,0.6057111111111111
26,1.0808976532214067,1.1040771459652619,0.6079111111111111
27,1.080083081498742,1.1115723745050756,0.5995666666666667
28,1.0761612231250515,1.0739861819046466,0.6202111111111112
29,1.0745175242085347,1.0509169106795029,0.6296333333333334
30,1.076318019408394,1.073165382004597,0.6208888888888889
31,1.071322937580672,1.099193868819963,0.6080111111111111
32,1.0693968592042273,1.0842249440029263,0.614
33,1.0715306662869724,1.0594215398146347,0.6238666666666667
34,1.0640971262685277,1.0972801299596375,0.6096333333333334
35,1.0702207887714559,1.0644912382757121,0.6194666666666667
36,1.0704179721122438,1.1037267786874012,0.6085111111111111
37,1.0664166961373254,1.052557065913623,0.6228555555555556
38,1.062641552480107,1.1020506522194906,0.6087666666666667
39,1.068238616836342,1.0833918360823935,0.6172111111111112
40,1.070065933872353,1.0708813207562675,0.6176222222222222
41,1.0607443575493314,1.0659218984232708,0.6180555555555556
42,1.0593128254298458,1.0731111008843237,0.6172222222222222
43,1.062584537758746,1.082018224099143,0.6182444444444445
44,1.060759036378427,1.0567978092215278,0.6227777777777778
45,1.0613183773715387,1.0601340282539076,0.6256444444444444
46,1.0672962342981587,1.063668453473259,0.6226222222222222
47,1.058565044013614,1.0669535018334335,0.6218222222222223
48,1.0535913798111407,1.081331275826828,0.6203111111111111
49,1.0606958876279267,1.066152217543938,0.6249888888888889
