Epoch,Train Accuracy,Validation Accuracy
1,0.6313680483961952,0.6270839426732963
2,0.6422610826898014,0.636443404504241
3,0.6840825536384679,0.6352734717753729
4,0.7583302534575658,0.7692307692307692
5,0.8229103853410881,0.8337233109096227
6,0.8595382131533389,0.8037437847323778
7,0.8758583127467953,0.8476162620649312
8,0.9152677546733062,0.9110851126060251
9,0.922970686066642,0.9140099444281954
10,0.9281643292030578,0.9157648435214975
11,0.9303040323678733,0.9182509505703422
12,0.9328911280126048,0.921322023983621
13,0.9360812309128751,0.9186896753436677
14,0.9375401194343402,0.91649605147704
15,0.9442899103269855,0.9273179292190699
16,0.9458071543893092,0.9261479964902017
17,0.9464879690326596,0.9274641708101784
18,0.9461961913283666,0.9268792044457443
19,0.947752339084596,0.9270254460368529
20,0.947616176155926,0.928195378765721
