Epoch,Train Loss,Validation Loss
1,1.7115907583872476,1.3959813495635987
2,1.3159703592936198,1.2776271311653984
3,1.1585804692586263,1.075204733573066
4,1.0469005195617676,1.0063913796954684
5,0.9609970958497789,0.9880144571304321
6,0.8907338624212477,0.912980935912662
7,0.8301284111870659,0.9396353994369507
8,0.6970595736397637,0.803304897403717
9,0.6621471818712023,0.7965508148617214
10,0.6398902110629612,0.7971233038478428
11,0.6235058377477858,0.7968538280804952
12,0.6065222245746189,0.805047617705663
13,0.5898870018853082,0.7989438266277313
14,0.572944874493281,0.8037940989653269
15,0.5474637353314293,0.7991040482680003
16,0.5396670856899686,0.7958956136650509
17,0.5399186835103564,0.8004546583440568
18,0.5371632806089189,0.7985250312540266
19,0.5348831565433079,0.7967004853248596
20,0.5350936750994788,0.7982471766895718
