Epoch,Train Loss,Validation Loss
1,1.431105810513157,1.3618758746007968
2,1.2900703340640118,1.224532648254187
3,0.9889272843957325,0.9837262617474796
4,0.6697949431739504,0.6088594951391499
5,0.47348120303224506,0.4067044967450975
6,0.3893241855277114,0.40340106391096525
7,0.3382865635746614,0.3376021534054665
8,0.22532481776748547,0.2168510728914745
9,0.19588088754823002,0.20471587472557956
10,0.1845246372139409,0.21160460519439245
11,0.1728179936735408,0.20358022817550778
12,0.16212463455245932,0.20725878570786546
13,0.15587922930839865,0.2024926474533033
14,0.14773822970787917,0.19588015390674166
15,0.13158382477767433,0.18437415539153149
16,0.1242721198470623,0.17814666133781173
17,0.12447350377019797,0.18455248514441294
18,0.12273950444073968,0.17949200248155806
19,0.12175702806105482,0.17818819981484255
20,0.11914359018238191,0.18121243504671733
