epoch,train_loss,test_loss,test_accuracy
0,1.696623623709787,2.204393656585704,0.3037111111111111
1,1.3330076377500186,1.5878990441560745,0.4459666666666667
2,1.1722289435565472,1.5572064408863133,0.43698888888888887
3,1.0671268120746722,1.653867413543842,0.4530111111111111
4,0.9756599419157613,1.4326037568124859,0.5123222222222222
5,0.8966343260624192,1.3052754773843018,0.5489555555555555
6,0.8226989236744967,1.374113392592831,0.5411888888888889
7,0.7542878347872333,1.4080796898765997,0.5461111111111111
8,0.6892298808829351,1.4867283164269545,0.5452444444444444
9,0.6322527160360054,1.2854783715341578,0.5957
10,0.5722981276921928,1.588521365245635,0.5459777777777778
11,0.5250276120548899,1.7278813533484936,0.5220111111111111
12,0.4830420935865153,1.8315927381203934,0.5135555555555555
13,0.4448901913340457,1.788914434442466,0.5350333333333334
14,0.40233393311923876,1.9430179533294656,0.5202666666666667
15,0.37640634714625776,1.55715800864114,0.5881222222222222
16,0.33720250709236343,1.7210117559880018,0.5705555555555556
17,0.3182161557064815,1.848016145554456,0.5462555555555556
18,0.30410209637854924,1.9743527323007584,0.5277666666666667
19,0.28901073235002434,2.0293127528645774,0.5369111111111111
20,0.26771515945438296,1.9456826301122254,0.5438333333333333
21,0.2570691952185536,2.0292651876807213,0.5302555555555556
22,0.24596724860285493,1.8081594172187827,0.5708777777777778
23,0.23051585088251159,1.9408842458982358,0.5703
24,0.23086847707798536,2.1168967490507797,0.5449555555555555
25,0.22159430887338452,2.0933279408649965,0.5477444444444445
26,0.2227918862005357,2.223752723498778,0.5210333333333333
27,0.20969711620868606,1.8758858134123413,0.5823111111111111
28,0.20578867209736595,1.8533308898860759,0.5825444444444444
29,0.1962441482464783,2.1997449472546577,0.5278888888888889
30,0.20554560594345359,2.10523106073114,0.5404444444444444
31,0.2023513031149791,2.0957555173134264,0.5422666666666667
32,0.2037083361911672,2.547941753640771,0.4936888888888889
33,0.2132264197677035,1.9944925733249297,0.5546
34,0.18860173963581806,1.8049173106185414,0.5910444444444445
35,0.181290384080388,1.8721859951249578,0.5878666666666666
36,0.1874524532203478,1.8848012226887725,0.5755444444444444
37,0.18087125616148114,2.2118956101211635,0.5358111111111111
38,0.19090083301787011,2.0334179271012545,0.5547888888888889
39,0.1815126791162501,2.189397915859114,0.5429333333333334
40,0.18781343404605816,2.112941575829278,0.5373888888888889
41,0.18629651836818084,1.8932308097454635,0.5842444444444445
42,0.17474595172627067,2.1556914756921204,0.5441111111111111
43,0.18208221401701766,1.9285182366994293,0.5717
44,0.1702474242139777,1.9855395718054338,0.5735333333333333
45,0.17007318722740325,1.9403683580458164,0.5769
46,0.17204395847776058,2.181404133073308,0.5339
47,0.18089380859799514,2.1471331978047434,0.5444888888888889
48,0.18112143895863977,2.0270341561937872,0.5608777777777778
49,0.16578381274170664,1.8669188268144021,0.5852
