Epoch,Train Accuracy,Validation Accuracy
1,0.7335875041335175,0.8596080725358292
2,0.8870820284386002,0.9050892073705762
3,0.9186134723491995,0.9273179292190699
4,0.9342916609932113,0.9355074583211466
5,0.944075940010504,0.942527054694355
6,0.9494835534634013,0.9371161158233401
7,0.9534906339356921,0.9387247733255337
8,0.9712112665097551,0.9594910792629424
9,0.9755295765332918,0.9621234279028955
10,0.9780194129432589,0.962269669494004
11,0.9795950125464412,0.96168470312957
12,0.9804897975062732,0.96168470312957
13,0.9819097823338325,0.9618309447206785
14,0.9826295006710887,0.9628546358584381
15,0.9852944037036316,0.9634396022228722
16,0.9857417961835476,0.9641708101784148
17,0.9875897216440701,0.9653407429072828
18,0.9872590402458713,0.9646095349517403
19,0.9874341068684471,0.9646095349517403
20,0.9873757513275885,0.9632933606317636
